C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_46_668.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_46_668.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_46_668.jpg, 0, 0, 0, 7.809827E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_46_783.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_46_783.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_46_783.jpg, 0, 0, 0, 7.859846E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_46_893.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_46_893.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_46_893.jpg, 0, 0, 0, 7.832603E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_007.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_007.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_007.jpg, 0, 0, 0, 8.017896E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_120.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_120.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_120.jpg, 0, 0, 0, 7.907553E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_225.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_225.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_225.jpg, 0, 0, 0, 7.821304E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_327.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_327.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_327.jpg, 0, 0, 0, 7.828988E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_437.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_437.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_437.jpg, 0, 0, 0, 7.994327E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_549.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_549.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_549.jpg, 0, 0, 0, 8.223872E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_655.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_655.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_655.jpg, 0, 0, 0, 7.807596E-05
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_787.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_787.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_787.jpg, 0, 0.3885525, 0, 0.5155051
C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\center_2019_02_15_14_55_47_887.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\left_2019_02_15_14_55_47_887.jpg, C:\Users\ivanchen\Downloads\simulator-windows-64\Data\IMG\right_2019_02_15_14_55_47_887.jpg, 0, 0.6933918, 0, 1.281317
